assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
5206,12781,Tested for cytostatic activity against renal A498 cell line,F,,,Homo sapiens,9606.0,,,A498,,80021,N,1,Intermediate,1,,CHEMBL624627,624.0,BAO_0000219,,,CLD0
165521,7305,Compound was tested for carcinogenic activity on other sites after various routes administration of the compound; + denotes carcinogenic activity.,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL769713,,BAO_0000218,,,CLD0
2317,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,,,,,107,H,8,Autocuration,1,,CHEMBL617524,,BAO_0000357,,,CLD0
490797,43950,Antiviral activity against Human rhinovirus type 14 in human HeLa Ohio-1 cells,F,,,Human rhinovirus 14,12131.0,,,HeLa,,50679,N,1,Autocuration,1,,CHEMBL992734,308.0,BAO_0000218,,,CLD0
390789,31626,Antitumor activity against human A549 cell line,F,,,Homo sapiens,9606.0,,,A549,,80682,N,1,Expert,1,,CHEMBL871497,646.0,BAO_0000219,,,CLD0
531113,41910,Inhibition of Bcr-abl by cellular assay,B,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL973088,,BAO_0000019,,,CLD0
668320,53241,"AUBKC (0 to 48 hrs) in methicillin-resistant Staphylococcus aureus 33820 infected in in vitro pharmacokinetic model at 1500 mg, iv every 8 hrs using 10'6 CFU/ml inoculum",F,,,Staphylococcus aureus,1280.0,33820,,,,50185,N,1,Autocuration,1,,CHEMBL1263033,,BAO_0000218,,,CLD0
481202,40852,Antiproliferative activity against human HaCaT cells assessed as [3H]thymidine incorporation at 5 uM after 24 hrs,A,,,Homo sapiens,9606.0,,,HaCaT,,80901,N,1,Autocuration,1,,CHEMBL1007834,604.0,BAO_0000219,,,CLD0
558891,44918,Growth promotion of Aspergillus niger assessed as radial growth at 1% after 24 hrs by poison food technique of Flack relative to control,F,,,Aspergillus niger,5061.0,,,,,50275,N,1,Autocuration,1,,CHEMBL1022570,,BAO_0000218,,,CLD0
972660,74303,Inhibition of HDAC3 (unknown origin) using fluorogenic peptide from p53 residues (379 to 382) (RHKK(Ac)) as substrate by fluorescence assay,B,,,Homo sapiens,9606.0,,,,,11208,D,9,Autocuration,1,586940,CHEMBL2410763,,BAO_0000357,,,CLD0
134241,10284,Curative activity of the Compound after oral administration at a dose of 0.83 mg/kg and I.C.E. value of 0.60,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL738444,,BAO_0000218,,,CLD0
610076,49707,Displacement of [3H]PGE2 from rat EP2 receptor expressed in HEK293-EBNA cells by scintillation counting,B,In vitro,,Rattus norvegicus,10116.0,,,HEK293-EBNA,,100427,D,9,Autocuration,1,,CHEMBL1074441,5568.0,BAO_0000219,,,CLD0
42874,16810,Agonism of compound towards thyroid response element (TRAF beta) in CHO-K1 cells; No data,F,,,Cricetulus griseus,10029.0,,,CHO-K1,,80092,N,1,Intermediate,1,,CHEMBL656716,485.0,BAO_0000219,,,CLD0
194422,7052,Tested for intravenous anti-vasopressor pA2 effect in rats; agonist at concentration of 4 units/kg,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL798396,,BAO_0000218,,,CLD0
7320,6633,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,F,,,Homo sapiens,9606.0,,,A2780,,81034,N,1,Intermediate,1,,CHEMBL618567,478.0,BAO_0000219,,,CLD0
590829,48568,"Drug level in normal rhesus monkey cerebellum assessed as standard uptake value at 152.9 MBq, iv after 85 mins by microPET",A,In vivo,,Macaca mulatta,9544.0,,Cerebellum,,,22224,U,0,Autocuration,1,,CHEMBL1040295,,BAO_0000218,2037.0,,CLD0
1475545,91654,Binding affinity to human GR,B,,,Homo sapiens,9606.0,,,,,25,D,9,Autocuration,1,741757,CHEMBL3424571,,BAO_0000357,,,CLD0
951202,72771,Toxicity in ip dosed Swiss nude mouse administered once every 3 days 8 times measured up to 29 days,A,,,Mus musculus,10090.0,Swiss,,,,50594,N,1,Autocuration,1,563912,CHEMBL2352984,,BAO_0000218,,,CLD0
485524,41731,Antimicrobial activity against Streptococcus durans NCTC 8307 after 24 hrs by agar dilution method,F,,,Enterococcus durans,53345.0,NCTC 8307,,,,50006,N,1,Autocuration,1,,CHEMBL1016452,,BAO_0000218,,,CLD0
917876,70356,Herbicidal activity against Amaranthus retroflexus assessed as induction of plant damage applied through foliar spraying,F,,,Amaranthus retroflexus,124763.0,,,,,101646,N,1,Autocuration,1,536357,CHEMBL3080800,,BAO_0000218,,,CLD0
453224,37318,Volume of distribution at steady state in monkey at 2.5 mg/kg,A,In vivo,,Macaca mulatta,9544.0,,,,,50797,N,1,Intermediate,1,,CHEMBL902378,,BAO_0000218,,,CLD0
546936,40333,Antifungal activity against Alternaria tenuis at 10 ppm after 168 hrs at 24 hrs intervals,F,,,Alternaria tenuis,509205.0,,,,,101643,N,1,Autocuration,1,,CHEMBL1031760,,BAO_0000218,,,CLD0
327023,30438,"Plasma concentration in rat at 1 mg/kg, iv after 6 hrs",A,,,Rattus norvegicus,10116.0,Wistar Han,Plasma,,,50597,N,1,Intermediate,1,,CHEMBL861775,,BAO_0000218,1969.0,,CLD0
822713,62213,"Half life in rat at 2 mg/kg, iv",A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,451977,CHEMBL2040030,,BAO_0000218,,,CLD0
1454816,90522,Antibacterial activity against Bordetella bronchiseptica ATCC 4617 after 18 hrs by microdilution method,F,,,Bordetella bronchiseptica,518.0,ATCC 4617,,,,50201,N,1,Autocuration,1,701477,CHEMBL3363555,,BAO_0000218,,,CLD0
901265,68934,"AUC (0 to t) in Rattus norvegicus Sprague-Dawley (rat) at 5 mg/kg, iv",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,Plasma,,,50597,N,1,Autocuration,1,510177,CHEMBL3063117,,BAO_0000218,1969.0,,CLD0
706039,54891,Displacement of Biocillin FL from Streptococcus pneumoniae 3676 PBP2B,B,,,Streptococcus pneumoniae,1313.0,3676,,,,103544,H,8,Autocuration,1,,CHEMBL1662853,,BAO_0000357,,,CLD0
115184,17134,Maximum tolerated dose following single ip injection to B6D2F1/jico mice; Not tested,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL724805,,BAO_0000218,,,CLD0
971519,74207,Growth inhibition of human HepG2 cells after 72 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,HepG2,,81020,N,1,Autocuration,1,581354,CHEMBL2406581,726.0,BAO_0000219,,,CLD0
45625,473,Compound was tested for inhibitory activity against Carboxypeptidase A,B,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL655436,,BAO_0000019,,,CLD0
1433748,89855,Inhibition of recombinant CYP1A2 (unknown origin) after 10 mins by LC-MS/MS analysis,A,,,Homo sapiens,9606.0,,,,,12594,D,9,Autocuration,1,716297,CHEMBL3387006,,BAO_0000357,,,CLD0
181472,661,"In vivo for inhibition of the AII pressor response in normotensive rat at dose 0.3 mg/kg, po; NT means not tested",F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL787331,,BAO_0000218,,,CLD0
811780,61459,Antidiabetic activity in ip dosed normal ICR mouse assessed as reduction in plasma glucose level after 60 mins,F,,,Mus musculus,10090.0,ICR,Plasma,,,50594,N,1,Autocuration,1,438948,CHEMBL2014401,,BAO_0000218,1969.0,,CLD0
876606,66727,"Partition coefficient, log D of the compound at pH 7.4",P,,,,,,,,,22229,U,0,Autocuration,1,490490,CHEMBL2188961,,BAO_0000100,,,CLD0
666840,53179,Induction of erm(C) expression in Escherichia coli ZK796 harboring Staphylococcus aureus erm(C)-containing pERMCT plasmid assessed as increase in A2058 dimethylation in 23S rRNA at 0.8 ug/ml after 30 mins by primer extension assay,F,,,Escherichia coli,562.0,ZK796,,,,50212,N,1,Autocuration,1,,CHEMBL1262102,,BAO_0000218,,,CLD0
132405,14264,Tested for antiinflammatory activity on mouse type II collagen arthritis as Paw swelling* of all animals in each group on day 37 at intraperitoneal dose of 8 mg/kg,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL738106,,BAO_0000218,,,CLD0
893492,68047,Larvicidal activity against Aphis craccivora (cowpea aphid) at 200 mg/kg by leaf dip method,F,,,Aphis craccivora,307492.0,,,,,101652,N,1,Autocuration,1,502052,CHEMBL3047674,,BAO_0000218,,,CLD0
201909,15667,Binding affinity was measured on Sigma receptor type 1 with guinea pig membranes and [3H]- pentazocine as ligand.,B,,,Cavia porcellus,10141.0,,,,,12050,H,8,Autocuration,1,,CHEMBL808199,,BAO_0000019,,,CLD0
638047,51551,Growth inhibition of human K562 cells after 48 hrs by sulforhodamine B assay,F,,,Homo sapiens,9606.0,,,K562,,80186,N,1,Autocuration,1,,CHEMBL1167341,655.0,BAO_0000219,,,CLD0
667680,53246,Inhibition of Bocillin FL binding to PBP1B in Pseudomonas aeruginosa 27853 membranes,B,,,Pseudomonas aeruginosa PAO1,208964.0,27853,,,,22226,U,0,Autocuration,1,,CHEMBL1262853,,BAO_0000019,,,CLD0
39727,16176,Compound tested for CD34+ cell differentiation activity (%TPO) using CD34+ differentiation assay,F,,,Homo sapiens,9606.0,,,CD34+ cell,,22226,U,0,Autocuration,1,,CHEMBL655992,,BAO_0000219,,,CLD0
1364609,83941,Inhibition of Escherichia coli topoisomerase 4,B,,,Escherichia coli,562.0,,,,,22226,U,0,Autocuration,1,687926,CHEMBL3295908,,BAO_0000019,,,CLD0
146375,11861,Binding affinity for kappa opioid receptor in absence of 120 mM NaCl and 50 micro M Gpp(NH)p,B,,,Cavia porcellus,10141.0,,,,,17084,D,9,Intermediate,1,,CHEMBL754732,,BAO_0000357,,,CLD0
1452634,90196,Binding affinity to EYPC/cholesterol membrane (unknown origin) by fluorescence assay (Rvb = 18 no unit),B,,,Not specified,,,,,,22226,U,0,Autocuration,1,694226,CHEMBL3364042,,BAO_0000019,,,CLD0
737546,51887,"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 1 using an Image-Based Assay - Set 4. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2013, AID2026]",F,,confirmatory,Homo sapiens,9606.0,,,,,87,D,9,Autocuration,7,485282,CHEMBL1737971,,BAO_0000019,,,CLD0
546715,41119,Acute toxicity in ip dosed mouse,A,,,Mus musculus,10090.0,,,,,50594,N,1,Autocuration,1,,CHEMBL1032528,,BAO_0000218,,,CLD0
174387,7896,ED50 value was evaluated for antiinflammatory activity by carrageenan-induced rat paw edema method (CPE) on peroral administration; value may range from 4.06 to 42.29,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL783986,,BAO_0000218,,,CLD0
842699,65070,"DNDI: Inhibition of Human African Trypanosomiasis (HAT), STIB 795, in vitro",F,In vitro,,Trypanosoma brucei brucei,5702.0,STIB 795,,,,50420,N,1,Autocuration,14,1007998,CHEMBL2095145,,BAO_0000218,,,CLD0
66127,4487,Inhibitory concentration against Feline immunodeficiency virus (FIV) protease,F,,,Feline immunodeficiency virus,11673.0,,,,,50657,N,1,Intermediate,1,,CHEMBL679255,,BAO_0000218,,,CLD0
834877,62955,Allosteric modulation of human recombinant CB1 receptor expressed in HEK293 cells assessed as inhibitor of [3H]CP55940 binding at 10 uM,B,,,Homo sapiens,9606.0,,,HEK293,,87,D,9,Autocuration,1,467178,CHEMBL2073237,722.0,BAO_0000219,,,CLD0
181197,6227,Incidence of occlusion after intravenous administration in rat model of FeCl3-induced carotid thrombosis Value: 3/6 (1RF),F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL786474,,BAO_0000218,,,CLD0
757121,58191,"Antidiabetic activity in ZDF rat assessed as blood glucose level at 0.1 mg/kg, po QD for 40 days (Rvb = 771+/-60 mg/dL)",F,,,Rattus norvegicus,10116.0,,Blood,,,50597,N,1,Autocuration,1,382598,CHEMBL1804064,,BAO_0000218,178.0,,CLD0
1475414,91648,Inhibition of MDR1 in MDCK2 cells at 10 uM after 30 mins by calcein AM uptake assay relative to control,B,,,Canis lupus familiaris,9615.0,,,MDCK-II,,22226,U,0,Autocuration,1,740836,CHEMBL3424407,1761.0,BAO_0000219,,,CLD0
46775,11969,Tested in vitro for minimum inhibitory concentration against Candida albicans 124,F,,,Candida albicans,5476.0,,,,,50442,N,1,Expert,1,,CHEMBL657010,,BAO_0000218,,,CLD0
582221,48022,Antagonist activity at human recombinant 5HT2A expressed in HEK293 cells assessed as intracellular calcium by fluorimetry,F,,,Homo sapiens,9606.0,,,HEK293,,107,D,9,Intermediate,1,,CHEMBL1059881,722.0,BAO_0000219,,,CLD0
927068,71089,Phytotoxicity against Zea mays (maize) seeds assessed as germination rate at 25 degC after 5-6 days by standard vigour method,A,,,Zea mays,4577.0,,,,,50337,N,1,Autocuration,1,548071,CHEMBL3072787,,BAO_0000218,,,CLD0
100915,15167,In vitro cytotoxicity against MCF-7 human breast cancer cells,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Intermediate,1,,CHEMBL708197,491.0,BAO_0000219,,,CLD0
1287063,76685,"AUC in Han Wistar rat at 0.2 mg/kg, iv by LC-MS/MS analysis",A,,,Rattus norvegicus,10116.0,Han Wistar,Plasma,,,50597,N,1,Autocuration,1,618249,CHEMBL3111528,,BAO_0000218,1969.0,,CLD0
67465,6521,Antibacterial activity against Escherichia coli MTCC 42 measured through zone of inhibition; Inactive,F,,,Escherichia coli,562.0,,,,,50212,N,1,Intermediate,1,,CHEMBL676314,,BAO_0000218,,,CLD0
673110,53327,Toxicity in HBeAg-positive chronic hepatitis B patient assessed as headache at 0.5 mg/day,A,,,Homo sapiens,9606.0,,,,,50587,N,1,Autocuration,1,,CHEMBL1268549,,BAO_0000218,,,CLD0
226722,11530,Ratio of initial inhibitor concentration to initial Chymotrypsinogen concentration,B,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL846513,,BAO_0000019,,,CLD0
1552291,97901,Induction of apoptosis in human HL60 cells assessed as early apoptotic cells at 1 uM after 24 hrs by annexin V-FITC/propidium iodide staining-based flow cytometric analysis (Rvb = 0.5%),F,,,Homo sapiens,9606.0,,,HL-60,,80156,N,1,Autocuration,1,797222,CHEMBL3761423,649.0,BAO_0000219,,,CLD0
1519666,93552,Binding affinity to human serum albumin assessed as fluorescence quenching at 10'-5 mol/L by fluorescence spectroscopy analysis,A,,,Homo sapiens,9606.0,,,,,10697,D,9,Autocuration,1,773464,CHEMBL3626325,,BAO_0000357,,,CLD0
622567,50186,Aqueous solubility at pH 7.4,P,,,,,,,,,22229,U,0,Autocuration,1,,CHEMBL1108515,,BAO_0000100,,,CLD0
89293,8784,"Compound was tested for the inhibitory activity against human platelet aggregation by U46,619 (0.3 uM) + Aspirin (ASA, 1 mM).",F,,,Homo sapiens,9606.0,,,,,50587,N,1,Intermediate,1,,CHEMBL699920,,BAO_0000218,,,CLD0
118529,14827,"Difference in days for treated (T) and control (C) A431 tumor fragments to reach 750 mg in mice at 25 mg/kg peroral dose, administration days 7-21",F,,,,,,,A-431,,80852,N,1,Expert,1,,CHEMBL727406,500.0,BAO_0000218,,,CLD0
453582,37354,"AUC in Sprague-Dawley rat at 10 mg/kg, po",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,Plasma,,,50597,N,1,Intermediate,1,,CHEMBL885582,,BAO_0000218,1969.0,,CLD0
222621,15830,Inhibition of 30 nM 2-MeSADP stimulation of 2PY1-mediated phospholipase C (PLC) activity in Turkey erythrocyte ghosts; small decrease,F,,,Meleagris gallopavo,9103.0,,,,,101301,D,9,Intermediate,1,,CHEMBL846296,,BAO_0000019,,,CLD0
1276609,76045,Chemical stability of the compound in HBBS buffer after 48 hrs,P,,,,,,,,,22229,U,0,Autocuration,1,606071,CHEMBL3088894,,BAO_0000100,,,CLD0
921330,70527,Antifungal activity against Penicillium crustosum assessed as color variation of hyphae at 200 ug/ml after 5 days by electron microscopy,F,,,Penicillium crustosum,36656.0,,,,,101978,N,1,Autocuration,1,534661,CHEMBL3080550,,BAO_0000218,,,CLD0
963893,73924,Induction of apoptosis in human Bel7402 cells at 0.6 uM after 48 hrs by propidium iodide staining-based FACS analysis (Rvb = 1.67 %),F,,,Homo sapiens,9606.0,,,Bel-7402,,80697,N,1,Autocuration,1,576110,CHEMBL2393606,791.0,BAO_0000219,,,CLD0
1541852,97397,Antagonist activity at human orexin receptor-1 expressed in CHO cells assessed as orexin-A-induced ERK1/2 phosphorylation after 2 hrs by fluorescence assay,B,,,Homo sapiens,9606.0,,,CHO,,10009,D,9,Autocuration,1,789009,CHEMBL3742902,449.0,BAO_0000219,,,CLD0
560951,44795,Inhibition of NF-kappaB transcriptional activity in human MDA-MB-231 cells by luciferase reporter gene assay,B,,,Homo sapiens,9606.0,,,MDA-MB-231,,22226,U,0,Autocuration,1,,CHEMBL1013586,325.0,BAO_0000219,,,CLD0
155348,13332,Inhibition of Phosphodiesterase 5 at 50 uM,B,,,Homo sapiens,9606.0,,,,,3,D,9,Expert,1,,CHEMBL762493,,BAO_0000357,,,CLD0
170152,10563,"Percent change in Na+in fasted rats at the dose of 100 mg/kg (po), 0-5 h",F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL775033,,BAO_0000218,,,CLD0
708499,55026,"Volume of distribution at steady state in Sprague-Dawley rat at 10 mg/kg, iv administered as single dose",A,In vivo,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Autocuration,1,,CHEMBL1666165,,BAO_0000218,,,CLD0
803774,61056,Induction of apoptosis in human MCF7 cells assessed as down-regulation of Bcl-xL mRNA level after 24 hrs by RT-PCR analysis,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,377617,CHEMBL1954048,491.0,BAO_0000219,,,CLD0
1485428,91970,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as enzyme-mediated glucuronidation per mg of protein after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA and 2% fatty acid free BSA,A,,,Homo sapiens,9606.0,,,,,104087,D,9,Autocuration,1,645586,CHEMBL3538260,,BAO_0000219,,,CLD0
428024,35153,"Cmax in mouse at 10 mg/kg, po",A,In vivo,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL914342,,BAO_0000218,,,CLD0
637768,51482,Cell cycle arrest in human MCF7 cells assessed as accumulation at G1 phase at o.74 uM after 24 hrs using propidium iodide staining by flow cytometry,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,,CHEMBL1167950,491.0,BAO_0000219,,,CLD0
905275,69511,Toxicity against Carassius auratus under laboratory conditions assessed as mortality at 33 ppm measured after 48 hr,A,,,Carassius auratus,7957.0,,,,,50571,N,1,Autocuration,1,522074,CHEMBL3063962,,BAO_0000218,,,CLD0
132363,7204,Dose of compound causing a neurological deficit in 50% of mice after ip administration; 61-69,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL738860,,BAO_0000218,,,CLD0
1336140,82299,Antibacterial activity against duck Escherichia coli assessed as growth inhibition after 7 days by microtiter plate assay,F,,,Escherichia coli,562.0,,,,,50212,N,1,Autocuration,1,662846,CHEMBL3240968,,BAO_0000218,,,CLD0
97699,11955,Toxic dose in L1210 murine lymphoid leukemia at 20 mg/kg after i.v. drug dosing on hours 1 and 5; NT means not toxic,A,,,Mus musculus,10090.0,,,L1210,,80193,N,1,Intermediate,1,,CHEMBL707525,691.0,BAO_0000218,,,CLD0
729997,55889,Induction of mitochondrial membrane depolarization in pig LLC-PK1 cells at 15 ug/ml after 3 hrs pretreated with 10 uM of mitochondrial Na+ -Ca2+ exchange inhibitor CGP for 1 hr by JC-1 staining based fluorescent microscopy,A,,,Sus scrofa,9823.0,,,LLC-PK1,,80161,N,1,Autocuration,1,,CHEMBL1695561,650.0,BAO_0000219,,,CLD0
886721,66963,Inhibition of recombinant P38delta after 1 hr by scintillation counter analysis in presence of gamma-[33P]ATP,B,,,,,,,,,11081,H,8,Autocuration,1,495863,CHEMBL2209621,,BAO_0000357,,,CLD0
864538,65977,"Tmax in rat at 4.2 umol/kg, po",A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,483224,CHEMBL2176447,,BAO_0000218,,,CLD0
671672,52973,Antimicrobial activity against oxacillin-susceptible Staphylococcus aureus assessed as inhibition of microbial growth at =< 0.25 ug/ml by CLSI method,F,,,Staphylococcus aureus,1280.0,,,,,50185,N,1,Autocuration,1,,CHEMBL1268071,,BAO_0000218,,,CLD0
736583,56076,Antifungal activity against Candida albicans ATCC 10231 after 18 to 20 hrs by microbroth dilution method,F,,,Candida albicans,5476.0,ATCC 10231,,,,50442,N,1,Autocuration,1,,CHEMBL1692312,,BAO_0000218,,,CLD0
794393,60727,"Mean residence time in Sprague-Dawley rat at 10 mg/kg, po",A,In vivo,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Autocuration,1,426008,CHEMBL1937410,,BAO_0000218,,,CLD0
1479053,91873,ST_JUDE_LEISH: Cytotoxicity against transgenic Leishmania Mexicana promastigotes LmPfHT that are glucose transport deficient and complemented with the Plasmodium falciparum hexose transporter. Activity is measured by by DNA content using SYBR green in vitro,F,In vitro,,Leishmania mexicana,5665.0,,,,,100665,H,8,Autocuration,32,1,CHEMBL3436039,,BAO_0000019,,,CLD0
141550,2991,"Average value of incorporation for recognition of mycobacterial arabinosyl transferase in experiments 1, 2 and 3 (%incorporation = 18.9)",F,,,Mycobacterium smegmatis,1772.0,,,,,50380,N,1,Intermediate,1,,CHEMBL752846,,BAO_0000218,,,CLD0
1351672,83107,"Drug metabolism in po dosed rat plasma assessed as formation of (4-([1,2,4]triazolo[1,5-a]pyridin-6-yl)-5-(6-methylpyridin-2-yl)-1H-imidazol-2-yl)methanol by LC-MS analysis",A,,,Rattus norvegicus,10116.0,,Plasma,,,102352,N,1,Autocuration,1,675408,CHEMBL3269704,,BAO_0000218,1969.0,,CLD0
969499,74260,Cytotoxicity against human HepG2 cells assessed as reduction of cell viability at 400 ug/ml by MTT assay relative to control,A,,,Homo sapiens,9606.0,,,HepG2,,81020,N,1,Autocuration,1,583110,CHEMBL2406010,726.0,BAO_0000219,,,CLD0
1287345,76654,Induction of degradation of Staphylococcus aureus A170 biofilm at 30 ug/ml after 24 hrs by crystal violet staining method relative to control,F,,,Staphylococcus aureus,1280.0,A170,,,,50185,N,1,Autocuration,1,617399,CHEMBL3111175,,BAO_0000218,,,CLD0
125907,17557,Antagonism of delta1 opioid agonist (DPDPE)-induced antinociception upon intrathecal administration in mice at a dose of 25 pmol,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL733385,,BAO_0000218,,,CLD0
851183,65574,Binding affinity to alpha4beta2 nAChR,B,,,,,,,,,104283,H,6,Autocuration,1,475090,CHEMBL2157840,,BAO_0000223,,,CLD0
15424,7623,Substrate concentration for half maximum- reaction velocity in rat liver pyruvate kinase,A,,,Rattus norvegicus,10116.0,,Liver,,,50597,N,1,Intermediate,1,,CHEMBL627334,,BAO_0000218,2107.0,,CLD0
708646,54979,Antibacterial activity against Escherichia coli TOP10 by Etest method in presence of 4 ug/ml beta-lactamase inhibitor clavulanic acid,F,,,Escherichia coli,562.0,TOP10,,,,50212,N,1,Autocuration,1,,CHEMBL1666868,,BAO_0000218,,,CLD0
327639,30475,Clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Intermediate,1,,CHEMBL860266,,BAO_0000218,,,CLD0
907797,69641,Antitermite activity against greater than third-instar stage of Coptotermes formosanus workers/1 soldier in compound-pretreated filter paper assessed as mortality at 0.5% at 26 degC after 21 days (Rvb = 3.8 +/-4.8%),F,,,Coptotermes formosanus,36987.0,,,,,101742,N,1,Autocuration,1,515033,CHEMBL3066401,,BAO_0000218,,,CLD0
1472993,91487,Inhibition of human ERG channel expressed in CHO cells at 1.1 uM by patch clamp method,B,,,Homo sapiens,9606.0,,,CHO,,165,D,9,Autocuration,1,738547,CHEMBL3420643,449.0,BAO_0000219,,,CLD0
543110,45999,"Anticonvulsant activity in albino mouse at 100 mg/kg, ip after 4 hrs by PTZ test",F,,,Mus musculus,10090.0,albino,,,,50594,N,1,Autocuration,1,,CHEMBL1010759,,BAO_0000218,,,CLD0
919429,70549,Phytotoxicity against Brassica rapa subsp. oleifera assessed as growth inhibition at 7.5 g/ha pre-emergence treatment measured after 15 days by crop-selectivity assay,A,,,Brassica rapa subsp. oleifera,145471.0,,,,,101689,N,1,Autocuration,1,530192,CHEMBL3081808,,BAO_0000218,,,CLD0
519069,45550,Inhibition of Tie2 at 10 uM,B,,,,,,,,,12913,H,8,Intermediate,1,,CHEMBL942631,,BAO_0000357,,,CLD0
813088,61599,Antagonist activity at TLR7 in human PBMC assessed as inhibition of gardiquimod-induced IL-6 release after 12 hrs by bead array assay,F,,,Homo sapiens,9606.0,,,,,101608,D,9,Autocuration,1,443834,CHEMBL2020662,,BAO_0000019,,,CLD0
46275,12367,Tested for minimum subinhibitory concentration against Candida albicans 26 (Candida albicans) at pH 4.5.,F,,,Candida albicans,5476.0,,,,,50442,N,1,Intermediate,1,,CHEMBL657048,,BAO_0000218,,,CLD0
1549562,97860,Cytotoxicity against human A549 cells expressing NQO1 after 2 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,A549,,80682,N,1,Autocuration,1,797288,CHEMBL3756225,646.0,BAO_0000219,,,CLD0
930329,71653,Cytotoxicity against Homo sapiens (human) MDA-MB-435 cells assessed as growth inhibition at 10 uM after 48 hr by coulter counter analysis,F,,,Homo sapiens,9606.0,,,MDA-MB-435,,81245,N,1,Autocuration,1,541309,CHEMBL3068784,687.0,BAO_0000219,,,CLD0
802212,61027,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,A,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,430047,CHEMBL1949370,491.0,BAO_0000219,,,CLD0
1558529,98536,"Decrease in LDL-cholesterol level in high cholesterol/lipid diet fed golden syrian hamster at 20 mg/kg/day, po for 4 weeks",F,,,Mesocricetus auratus,10036.0,,,,,100403,N,1,Autocuration,1,810745,CHEMBL3773717,,BAO_0000218,,,CLD0
1450830,90165,"Drug level in human LNCaP cells xenografted NSG mouse tumor at 20 nmol, ip measured after 24 hrs by liquid scintillation counting method relative to liver",A,,,Mus musculus,10090.0,NSG,Liver,LNCaP,,107552,N,1,Autocuration,1,697610,CHEMBL3364269,330.0,BAO_0000218,2107.0,,CLD0
645261,52087,Antimicrobial activity against Mycobacterium tuberculosis 16C14 harboring embB445 CAG-CGG(Gln-Arg) mutation in embCAB gene after 4 weeks by Bactec 460TB method,F,,,Mycobacterium tuberculosis,1773.0,16C14,,,,50309,N,1,Autocuration,1,,CHEMBL1217759,,BAO_0000218,,,CLD0
466199,38599,Induction of apoptosis in human K562 cells at 1 uM after 48 hrs by flow cytometry,F,,,Homo sapiens,9606.0,,,K562,,80186,N,1,Autocuration,1,,CHEMBL947963,655.0,BAO_0000219,,,CLD0
1486185,92058,Drug concentration in male albino rat preputial gland assessed as radioactivity per gram of tissue at 20 mg/kg administered as single dose via gastric gavage measured after 6 hrs by autoradiographic analysis,A,,,Rattus norvegicus,10116.0,albino,Preputial gland,,,22224,U,0,Autocuration,1,646448,CHEMBL3533658,,BAO_0000218,359.0,,CLD0
